eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
113.73,5.53,100.73,4.11,514,0.008885247,0.123555504,2.222944,-0.0151898265,0.18401329,0.6413927376270294,48,12288,1449.4570761956275,786432
121.14,6.56,110.6,4.07,594,0.0074672364,0.09195963,2.2002654,-0.0061659575,0.2347086,0.6204789280891418,49,12544,1477.0303709097207,802816
123.15,6.43,118.91,5.24,556,0.008185481,0.10988363,2.1669264,-0.014554164,0.22466274,0.6399385333061218,50,12800,1506.452457934618,819200
129.56,7.06,111.96,4.41,529,0.009196152,0.121785484,2.1843026,-0.016531123,0.183376,0.6659072041511536,51,13056,1537.3984602801502,835584
127.25,7.17,116.72,5.15,512,0.008997849,0.12306722,2.1786058,-0.009318328,0.21402961,0.6591162085533142,52,13312,1569.3959140256047,851968
121.45,6.54,114.97,4.7,582,0.007447721,0.0993042,2.167981,-0.011335931,0.20044972,0.68076291680336,53,13568,1597.509409431368,868352
127.6,7.22,110.66,4.83,550,0.0065218112,0.08074951,2.174763,-0.010352964,0.18276824,0.6631243824958801,54,13824,1627.2942678891122,884736
128.82,6.59,112.28,4.94,539,0.007251205,0.09193929,2.1815147,-0.011850647,0.17887367,0.6449663639068604,55,14080,1657.6462628543377,901120
122.57,6.35,122.0,5.26,561,0.006438561,0.078186035,2.1643426,-0.012619172,0.18326099,0.6410773694515228,56,14336,1686.8172917477787,917504
125.7,6.6,110.16,5.47,528,0.008448786,0.11482748,2.1588855,-0.015455544,0.19283998,0.6379316747188568,57,14592,1717.8384857922792,933888
126.48,7.0,107.68,4.49,548,0.010561589,0.14805095,2.1128526,-0.0181318,0.18805997,0.6713611781597137,58,14848,1747.6968073919415,950272
115.76,6.1,109.96,4.86,536,0.009152881,0.128479,2.1633623,-0.01614309,0.19044077,0.6373355090618134,59,15104,1778.2576118893921,966656
122.77,6.32,110.56,4.98,542,0.007996635,0.1075236,2.140557,-0.012200787,0.21391483,0.6526851654052734,60,15360,1808.4714740142226,983040
130.05,7.88,111.57,4.52,582,0.009757862,0.13580322,2.1576693,-0.017020946,0.19885458,0.6645676493644714,61,15616,1836.6219776533544,999424
131.82,6.94,111.1,5.1,571,0.009527024,0.13216145,2.1765974,-0.019893283,0.18687595,0.672553151845932,62,15872,1865.3040900863707,1015808
121.13,6.08,115.99,5.28,567,0.009309298,0.12892659,2.1529307,-0.019384334,0.19188891,0.6789416670799255,63,16128,1894.2982547357678,1032192
127.17,7.55,112.31,4.68,558,0.008795866,0.11855062,2.133329,-0.014809794,0.22348066,0.652056872844696,64,16384,1923.642117291689,1048576
